Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"5,000.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"49,138.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,720,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,400.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,820.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,500.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,680.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,480,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,700.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,200.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,720,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,080.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,000.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,240.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,840,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,080.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,680.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,080.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,400.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,820.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,960.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,680.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,700.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,440,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"40,831.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,100.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,800.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,360,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,960.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,680.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,415.00",29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,960,29/03/2023,31050743,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Youth Moves,"10,000.00",14/03/2023,93034631,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Youth Moves,"1,400.00",14/03/2023,93034641,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,YTKO Limited,"24,723.26",10/03/2023,93034520,TPP - Grants,South Bristol Enterprise Support (SBES)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Hartmore Education Ltd,"3,705.00",23/03/2023,31041070,TPP - Placement Day,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Hartmore Education Ltd,"6,555.00",23/03/2023,31048754,TPP - Placement Day,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Hartmore Education Ltd,570,24/03/2023,31050298,TPP - Placement Day,HNB: Special Placements Pre 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"7,145.76",02/03/2023,93016993,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,543.35",02/03/2023,93017911,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"5,467.26",02/03/2023,93017919,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,840.58,03/03/2023,93017920,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"4,421.81",07/03/2023,93020092,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,485.36",07/03/2023,93020103,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,760.79",09/03/2023,93024844,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,423.43",09/03/2023,93024849,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,799.33",09/03/2023,93024929,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,395.19",08/03/2023,93024930,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"4,677.21",08/03/2023,93024931,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,013.52",09/03/2023,93024932,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,275.98",09/03/2023,93026191,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"5,283.99",10/03/2023,93026192,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,501.56",10/03/2023,93026193,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,338.60",10/03/2023,93026194,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,281.30",10/03/2023,93026195,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,576.70",10/03/2023,93026196,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,137.51",06/03/2023,93026197,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,994.82,09/03/2023,93026198,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,746.53",09/03/2023,93026199,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,926.38,09/03/2023,93026200,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,715,09/03/2023,93026201,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,622.51,09/03/2023,93026202,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,804.31",10/03/2023,93027057,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,456.49",10/03/2023,93027058,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"4,906.16",10/03/2023,93027059,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,161.50",16/03/2023,93027836,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,261.05",17/03/2023,93027908,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,876.5,17/03/2023,93027909,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,197.28",20/03/2023,93028535,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,167.00",20/03/2023,93028536,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,704.09,21/03/2023,93029013,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,390.19",21/03/2023,93029014,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,872.09",24/03/2023,93033540,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"4,656.40",24/03/2023,93033541,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,640.23",28/03/2023,93033542,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,170.65",22/03/2023,93033637,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,842.19,24/03/2023,93033638,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,680.23",23/03/2023,93033639,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"20,713.16",29/03/2023,93035618,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,880.00",31/03/2023,93035620,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,784.87",31/03/2023,93035621,R&M - Departmental response (external),Relets Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,587.48,29/03/2023,93035644,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"3,584.61",29/03/2023,93035645,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,086.23",24/03/2023,93042889,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,985.88",24/03/2023,93042890,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,680.21",29/03/2023,93043991,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,982.86",29/03/2023,93044724,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"2,024.51",29/03/2023,93044725,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lancer Scott Ltd,"1,568.93",29/03/2023,93044726,R&M - Departmental response (external),Response Repairs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Young Bristol,"3,984.80",14/03/2023,93034630,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Mathias & Sons Ltd,"1,881.19",01/03/2023,31040344,Clothing / Uniforms,Response & Relets Overheads - Net Expenditure
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Mathias & Sons Ltd,"1,469.09",22/03/2023,31045183,Protective Clothing,Marine Services
